vintage,zone,target_year,mw_adj
2026 LF,DOM,2046,31665
2026 LF,PJM RTO,2026,6403
2026 LF,PJM RTO,2027,10785
2026 LF,PJM RTO,2028,16242
2026 LF,PJM RTO,2029,22290
2026 LF,PJM RTO,2030,33707
2026 LF,PJM RTO,2031,41477
2026 LF,PJM RTO,2032,48772
2026 LF,PJM RTO,2033,55089
2026 LF,PJM RTO,2034,59889
2026 LF,PJM RTO,2035,63796
2026 LF,PJM RTO,2036,67370
2026 LF,PJM RTO,2037,71831
2026 LF,PJM RTO,2038,74809
2026 LF,PJM RTO,2039,76329
2026 LF,PJM RTO,2040,77450
2026 LF,PJM RTO,2041,78328
2026 LF,PJM RTO,2042,79123
2026 LF,PJM RTO,2043,79813
2026 LF,PJM RTO,2044,80496
2026 LF,PJM RTO,2045,81148
2026 LF,PJM RTO,2046,81810
