Date,strategy,long_book,short_book,cum_strategy
2023-08-25,0.0021866976297886184,0.004412820349884433,-0.0022261227200958142,0.675025576972488
2023-08-28,0.0007079103331712538,0.000628482685330347,7.942764784090665e-05,0.676211764694489
2023-08-29,-0.002736582754259741,0.0008586583491683024,-0.0035952411034280434,0.6716309432439997
2023-08-30,0.007874435882722684,0.004591662011931841,0.003282773870790844,0.6848460564214118
2023-08-31,0.006071594780732431,-0.0018508327212111463,0.007922427501943578,0.6951068771953992
2023-09-01,0.006271079254158844,0.0014386787193706005,0.004832400534788244,0.7057704278054682
2023-09-05,0.001304918770371703,-0.006933781796014638,0.00823870056638634,0.7079977725906033
2023-09-06,-0.0016570579504088059,0.0016371591065927412,-0.003294217057001547,0.7051698649527505
2023-09-07,-0.0017582169109842923,0.007317631535732647,-0.009075848446716939,0.7021744405346764
2023-09-08,0.005249527711460226,0.00967775759597589,-0.004428229884515665,0.711133547395634
2023-09-11,0.009316589541710083,0.00933654848049666,-1.995893878657726e-05,0.727149969673508
2023-09-12,-0.001070041820666711,0.000301609338285025,-0.0013716511589517359,0.7253028354070965
2023-09-13,-0.007953240531363898,0.0007635607954952007,-0.008716801326859099,0.7116355087784294
2023-09-14,-0.001711043385542908,0.00471588257979375,-0.006426925965336658,0.7087093302857579
2023-09-15,-0.00027952479778180347,-0.00016009563939411875,-0.00011942915838768475,0.7082317704037662
2023-09-18,0.0047090209874704435,0.00526650428355519,-0.0005574832960847467,0.7162948393426971
2023-09-19,-0.0052679096049749186,-0.006439833512250997,0.0011719239072760792,0.7072773258501703
2023-09-20,-0.008200262505904263,-0.0073745100382483575,-0.0008257524676559033,0.6933344493629612
2023-09-21,0.0014541339910733634,-0.00326612860366791,0.004720262594741273,0.6957985756947633
2023-09-22,0.0015658419812048573,-0.00047546463913895757,0.0020413066203438146,0.6984560083130604
2023-09-25,0.007177704942013365,0.00347666919050253,0.003701035751510835,0.7106908810231001
2023-09-26,0.0022692240698706672,-0.017774187563391334,0.020043411633262002,0.7145772297768043
2023-09-27,0.006755660027854248,0.0007444339187950865,0.006011226109059161,0.7261995446341531
2023-09-28,0.002169773699146175,-0.006065643804174955,0.008235417503321131,0.729949073348934
